dataset,math_density,is_hallucination,confidence,sample_id
clean,0.000000,0,0.179263,clean_95
clean,0.000000,0,0.167112,clean_96
clean,0.000000,0,0.207799,clean_97
clean,0.000000,0,0.239570,clean_98
clean,0.000000,0,0.207794,clean_99
clean,0.000000,0,0.164119,clean_100
clean,0.000000,0,0.171389,clean_101
clean,0.000000,0,0.199142,clean_102
clean,0.000000,0,0.180519,clean_103
clean,0.000000,0,0.199190,clean_104
clean,0.000000,0,0.194185,clean_105
clean,0.000000,0,0.204332,clean_106
clean,0.000000,0,0.229604,clean_107
clean,0.000000,0,0.214458,clean_108
clean,0.000000,0,0.179999,clean_109
clean,0.000000,0,0.183982,clean_110
clean,0.000000,0,0.218254,clean_111
clean,0.000000,0,0.287450,clean_112
clean,0.000000,0,0.199738,clean_113
clean,0.000000,0,0.174236,clean_114
clean,0.000000,0,0.185803,clean_115
clean,0.000000,0,0.164871,clean_116
clean,0.000000,0,0.240363,clean_117
clean,0.000000,0,0.236496,clean_118
clean,0.000000,0,0.188205,clean_119
clean,0.000000,0,0.180097,clean_120
clean,0.000000,0,0.198767,clean_121
clean,0.000000,0,0.172125,clean_122
clean,0.000000,0,0.257783,clean_123
clean,0.000000,0,0.210945,clean_124
clean,0.000000,0,0.213657,clean_125
clean,0.000000,0,0.270292,clean_126
clean,0.000000,0,0.283022,clean_127
clean,0.000000,0,0.188986,clean_128
clean,0.000000,0,0.350268,clean_129
clean,0.000000,0,0.189560,clean_130
clean,0.000000,0,0.362263,clean_131
clean,0.000000,0,0.178382,clean_132
clean,0.000000,0,0.217265,clean_133
clean,0.000000,0,0.196972,clean_134
clean,0.000000,0,0.191477,clean_135
clean,0.000000,0,0.217315,clean_136
clean,0.000000,0,0.326068,clean_137
clean,0.000000,0,0.223495,clean_138
clean,0.000000,0,0.321646,clean_139
clean,0.000000,0,0.213404,clean_140
clean,0.000000,0,0.205349,clean_141
clean,0.000000,0,0.223792,clean_142
clean,0.000000,0,0.242411,clean_143
clean,0.000000,0,0.347389,clean_144
clean,0.000000,0,0.262451,clean_145
clean,0.000000,0,0.219670,clean_146
clean,0.000000,0,0.228875,clean_147
clean,0.000000,0,0.225329,clean_148
clean,0.000000,0,0.215436,clean_149
clean,0.000000,0,0.266257,clean_150
clean,0.000000,0,0.284003,clean_151
clean,0.000000,0,0.186099,clean_152
clean,0.000000,0,0.217478,clean_153
clean,0.000000,0,0.196440,clean_154
clean,0.000000,0,0.207798,clean_155
clean,0.000000,0,0.252531,clean_156
clean,0.000000,0,0.333642,clean_157
clean,0.000000,0,0.195927,clean_158
clean,0.000000,0,0.278693,clean_159
clean,0.000000,0,0.206110,clean_160
clean,0.000000,0,0.229290,clean_161
clean,0.000000,0,0.220759,clean_162
clean,0.000000,0,0.196563,clean_163
clean,0.000000,0,0.197294,clean_164
clean,0.000000,0,0.220461,clean_165
clean,0.000000,0,0.207693,clean_166
clean,0.000000,0,0.265259,clean_167
clean,0.000000,0,0.197182,clean_168
clean,0.000000,0,0.229446,clean_169
clean,0.000000,0,0.204501,clean_170
clean,0.000000,0,0.175872,clean_171
clean,0.000000,0,0.217476,clean_172
clean,0.000000,0,0.328863,clean_173
clean,0.000000,0,0.184877,clean_174
clean,0.000000,0,0.218494,clean_175
clean,0.000000,0,0.228275,clean_176
clean,0.000000,0,0.227247,clean_177
clean,0.000000,0,0.214043,clean_178
clean,0.000000,0,0.195466,clean_179
clean,0.000000,0,0.190194,clean_180
clean,0.000000,0,0.226210,clean_181
clean,0.000000,0,0.323362,clean_182
clean,0.000000,0,0.197129,clean_183
clean,0.000000,0,0.342083,clean_184
clean,0.000000,0,0.194364,clean_185
clean,0.000000,0,0.264930,clean_186
clean,0.000000,0,0.253992,clean_187
clean,0.000000,0,0.245553,clean_188
clean,0.000000,0,0.218765,clean_189
clean,0.000000,0,0.201811,clean_190
clean,0.000000,0,0.204503,clean_191
clean,0.000000,0,0.219339,clean_192
clean,0.000000,0,0.227137,clean_193
clean,0.000000,0,0.206657,clean_194
clean,0.000000,0,0.236020,clean_195
clean,0.000000,0,0.224348,clean_196
clean,0.000000,0,0.192150,clean_197
clean,0.000000,0,0.215041,clean_198
clean,0.000000,0,0.201051,clean_199
contaminated,0.217391,0,0.191882,cont_0
contaminated,0.117647,0,0.200490,cont_1
contaminated,0.055556,0,0.176408,cont_2
contaminated,0.111111,0,0.198583,cont_3
contaminated,0.171429,0,0.193617,cont_4
contaminated,0.071429,0,0.187146,cont_5
contaminated,0.102564,0,0.181576,cont_6
contaminated,0.142857,0,0.185693,cont_7
contaminated,0.085714,0,0.201945,cont_8
contaminated,0.120000,0,0.244584,cont_9
contaminated,0.108108,0,0.258477,cont_10
contaminated,0.090909,0,0.183101,cont_11
contaminated,0.117647,0,0.203667,cont_12
contaminated,0.142857,0,0.228572,cont_13
contaminated,0.117647,0,0.210577,cont_14
contaminated,0.111111,0,0.183618,cont_15
contaminated,0.269231,0,0.216712,cont_16
contaminated,0.090909,0,0.214637,cont_17
contaminated,0.133333,0,0.195272,cont_18
contaminated,0.230769,0,0.179898,cont_19
contaminated,0.176471,0,0.203726,cont_20
contaminated,0.041667,0,0.201030,cont_21
contaminated,0.085714,0,0.232178,cont_22
contaminated,0.078947,0,0.211329,cont_23
contaminated,0.125000,0,0.197272,cont_24
contaminated,0.133333,0,0.211399,cont_25
contaminated,0.100000,0,0.224023,cont_26
contaminated,0.071429,0,0.216872,cont_27
contaminated,0.153846,0,0.250336,cont_28
contaminated,0.185185,0,0.236927,cont_29
contaminated,0.153846,0,0.186372,cont_30
contaminated,0.153846,0,0.173987,cont_31
contaminated,0.241379,0,0.218083,cont_32
contaminated,0.090909,0,0.170072,cont_33
contaminated,0.166667,0,0.232441,cont_34
contaminated,0.142857,0,0.227249,cont_35
contaminated,0.142857,0,0.228550,cont_36
contaminated,0.111111,0,0.229510,cont_37
contaminated,0.250000,0,0.221387,cont_38
contaminated,0.192308,0,0.216734,cont_39
contaminated,0.172414,0,0.216444,cont_40
contaminated,0.100000,0,0.201605,cont_41
contaminated,0.272727,0,0.228835,cont_42
contaminated,0.162162,0,0.223217,cont_43
contaminated,0.125000,0,0.188194,cont_44
contaminated,0.142857,0,0.177792,cont_45
contaminated,0.090909,0,0.210578,cont_46
contaminated,0.136364,0,0.198102,cont_47
contaminated,0.192308,0,0.180079,cont_48
contaminated,0.130435,0,0.225191,cont_49
contaminated,0.117647,0,0.190688,cont_50
contaminated,0.100000,0,0.198766,cont_51
contaminated,0.125000,0,0.236752,cont_52
contaminated,0.161290,0,0.236441,cont_53
contaminated,0.071429,0,0.234550,cont_54
contaminated,0.100000,0,0.192442,cont_55
contaminated,0.058824,0,0.224719,cont_56
contaminated,0.176471,0,0.190998,cont_57
contaminated,0.095238,0,0.187126,cont_58
contaminated,0.222222,0,0.191622,cont_59
contaminated,0.121212,0,0.207220,cont_60
contaminated,0.315789,0,0.255731,cont_61
contaminated,0.193548,0,0.196895,cont_62
contaminated,0.176471,0,0.209388,cont_63
contaminated,0.000000,0,0.195020,cont_64
contaminated,0.250000,0,0.319053,cont_65
contaminated,0.142857,0,0.194428,cont_66
contaminated,0.250000,0,0.226947,cont_67
contaminated,0.080000,0,0.187801,cont_68
contaminated,0.111111,0,0.186705,cont_69
contaminated,0.218750,0,0.181010,cont_70
contaminated,0.157895,0,0.183524,cont_71
contaminated,0.261905,0,0.198000,cont_72
contaminated,0.157895,0,0.281337,cont_73
contaminated,0.153846,0,0.224134,cont_74
contaminated,0.050000,0,0.187552,cont_75
contaminated,0.100000,0,0.183871,cont_76
contaminated,0.157895,0,0.194051,cont_77
contaminated,0.157895,0,0.191443,cont_78
contaminated,0.171429,0,0.181796,cont_79
contaminated,0.133333,0,0.213182,cont_80
contaminated,0.105263,0,0.194340,cont_81
contaminated,0.111111,0,0.202028,cont_82
contaminated,0.055556,0,0.191262,cont_83
contaminated,0.076923,0,0.170871,cont_84
contaminated,0.052632,0,0.199199,cont_85
contaminated,0.171429,0,0.197894,cont_86
contaminated,0.095238,0,0.163197,cont_87
contaminated,0.076923,0,0.226800,cont_88
contaminated,0.133333,0,0.204853,cont_89
contaminated,0.194444,0,0.186394,cont_90
contaminated,0.176471,0,0.267654,cont_91
contaminated,0.166667,0,0.183172,cont_92
contaminated,0.212121,0,0.219807,cont_93
contaminated,0.037037,0,0.186643,cont_94
contaminated,0.095238,0,0.184630,cont_95
contaminated,0.222222,0,0.251483,cont_96
contaminated,0.200000,0,0.188198,cont_97
contaminated,0.214286,0,0.197325,cont_98
contaminated,0.200000,0,0.207712,cont_99
contaminated,0.032258,0,0.172929,cont_100
contaminated,0.117647,0,0.189498,cont_101
contaminated,0.187500,0,0.187416,cont_102
contaminated,0.080000,0,0.193274,cont_103
contaminated,0.157895,0,0.204543,cont_104
contaminated,0.181818,0,0.179017,cont_105
contaminated,0.128205,0,0.235614,cont_106
contaminated,0.200000,0,0.254307,cont_107
contaminated,0.153846,0,0.267881,cont_108
contaminated,0.214286,0,0.227336,cont_109
contaminated,0.172414,0,0.233776,cont_110
contaminated,0.066667,0,0.166589,cont_111
contaminated,0.156250,0,0.228805,cont_112
contaminated,0.120000,0,0.173063,cont_113
contaminated,0.071429,0,0.164385,cont_114
contaminated,0.115385,0,0.210590,cont_115
contaminated,0.083333,0,0.184921,cont_116
contaminated,0.040000,0,0.181896,cont_117
contaminated,0.095238,0,0.230490,cont_118
contaminated,0.166667,0,0.235592,cont_119
contaminated,0.147059,0,0.217793,cont_120
contaminated,0.125000,0,0.202073,cont_121
contaminated,0.115385,0,0.175843,cont_122
contaminated,0.250000,0,0.212594,cont_123
contaminated,0.100000,0,0.190119,cont_124
contaminated,0.095238,0,0.176213,cont_125
contaminated,0.148148,0,0.206567,cont_126
contaminated,0.166667,0,0.213447,cont_127
contaminated,0.000000,0,0.191491,cont_128
contaminated,0.090909,0,0.195043,cont_129
contaminated,0.000000,0,0.216030,cont_130
contaminated,0.136364,0,0.226098,cont_131
contaminated,0.233333,0,0.224752,cont_132
contaminated,0.062500,0,0.200452,cont_133
contaminated,0.333333,0,0.266014,cont_134
contaminated,0.233333,0,0.241223,cont_135
contaminated,0.190476,0,0.187070,cont_136
contaminated,0.038462,0,0.214986,cont_137
contaminated,0.035714,0,0.182290,cont_138
contaminated,0.116279,0,0.252271,cont_139
contaminated,0.260870,0,0.215504,cont_140
contaminated,0.230769,0,0.219902,cont_141
contaminated,0.071429,0,0.187647,cont_142
contaminated,0.160000,0,0.203053,cont_143
contaminated,0.133333,0,0.176227,cont_144
contaminated,0.206897,0,0.187932,cont_145
contaminated,0.129032,0,0.195325,cont_146
contaminated,0.142857,0,0.220652,cont_147
contaminated,0.200000,0,0.196373,cont_148
contaminated,0.187500,0,0.180830,cont_149
contaminated,0.066667,0,0.204059,cont_150
contaminated,0.105263,0,0.215332,cont_151
contaminated,0.205882,0,0.190834,cont_152
contaminated,0.133333,0,0.196566,cont_153
contaminated,0.125000,0,0.203355,cont_154
contaminated,0.050000,0,0.167445,cont_155
contaminated,0.178571,0,0.243942,cont_156
contaminated,0.225806,0,0.183086,cont_157
contaminated,0.157895,0,0.166815,cont_158
contaminated,0.166667,0,0.209851,cont_159
contaminated,0.062500,0,0.187133,cont_160
contaminated,0.200000,0,0.221329,cont_161
contaminated,0.200000,0,0.201424,cont_162
contaminated,0.153846,0,0.248254,cont_163
contaminated,0.111111,0,0.219043,cont_164
contaminated,0.068966,0,0.219614,cont_165
contaminated,0.185185,0,0.194494,cont_166
contaminated,0.117647,0,0.237121,cont_167
contaminated,0.068966,0,0.190217,cont_168
contaminated,0.117647,0,0.247602,cont_169
contaminated,0.250000,0,0.281003,cont_170
contaminated,0.071429,0,0.203712,cont_171
contaminated,0.136364,0,0.277738,cont_172
contaminated,0.076923,0,0.178771,cont_173
contaminated,0.166667,0,0.218841,cont_174
contaminated,0.176471,0,0.191893,cont_175
contaminated,0.230769,0,0.221655,cont_176
contaminated,0.235294,0,0.280433,cont_177
contaminated,0.193548,0,0.174598,cont_178
contaminated,0.269231,0,0.225185,cont_179
contaminated,0.062500,0,0.213828,cont_180
contaminated,0.115385,0,0.209229,cont_181
contaminated,0.250000,0,0.228874,cont_182
contaminated,0.166667,0,0.221197,cont_183
contaminated,0.105263,0,0.186532,cont_184
contaminated,0.086957,0,0.176922,cont_185
contaminated,0.266667,0,0.211295,cont_186
contaminated,0.166667,0,0.243027,cont_187
contaminated,0.071429,0,0.175730,cont_188
contaminated,0.076923,0,0.182423,cont_189
contaminated,0.117647,0,0.206177,cont_190
contaminated,0.155556,0,0.223493,cont_191
contaminated,0.066667,0,0.189668,cont_192
contaminated,0.178571,0,0.166128,cont_193
contaminated,0.121212,0,0.168395,cont_194
contaminated,0.133333,0,0.163773,cont_195
contaminated,0.176471,0,0.196232,cont_196
contaminated,0.217391,0,0.213336,cont_197
contaminated,0.200000,0,0.225603,cont_198
contaminated,0.178571,0,0.256778,cont_199
externalized,0.000000,0,0.240140,ext_0
externalized,0.000000,0,0.220297,ext_1
externalized,0.000000,0,0.185907,ext_2
externalized,0.000000,0,0.212673,ext_3
externalized,0.000000,0,0.202608,ext_4
externalized,0.000000,0,0.209831,ext_5
externalized,0.000000,0,0.194430,ext_6
externalized,0.000000,0,0.199936,ext_7
externalized,0.000000,0,0.216961,ext_8
externalized,0.000000,0,0.223004,ext_9
externalized,0.000000,0,0.244885,ext_10
externalized,0.000000,0,0.200265,ext_11
externalized,0.000000,0,0.213764,ext_12
externalized,0.000000,0,0.230175,ext_13
externalized,0.000000,0,0.212111,ext_14
externalized,0.000000,0,0.202378,ext_15
externalized,0.000000,0,0.243501,ext_16
externalized,0.000000,0,0.208240,ext_17
externalized,0.000000,0,0.211911,ext_18
externalized,0.000000,0,0.240258,ext_19
externalized,0.000000,0,0.245288,ext_20
externalized,0.000000,0,0.204892,ext_21
externalized,0.000000,0,0.212965,ext_22
externalized,0.000000,0,0.202558,ext_23
externalized,0.000000,0,0.215540,ext_24
externalized,0.000000,0,0.208780,ext_25
externalized,0.000000,0,0.232260,ext_26
externalized,0.000000,0,0.217075,ext_27
externalized,0.000000,0,0.230378,ext_28
externalized,0.000000,0,0.289572,ext_29
externalized,0.000000,0,0.242072,ext_30
externalized,0.000000,0,0.200072,ext_31
externalized,0.000000,0,0.268775,ext_32
externalized,0.000000,0,0.191258,ext_33
externalized,0.000000,0,0.240482,ext_34
externalized,0.000000,0,0.228924,ext_35
externalized,0.000000,0,0.209813,ext_36
externalized,0.000000,0,0.229317,ext_37
externalized,0.000000,0,0.217355,ext_38
externalized,0.000000,0,0.235437,ext_39
externalized,0.000000,0,0.228615,ext_40
externalized,0.000000,0,0.222000,ext_41
externalized,0.000000,0,0.300724,ext_42
externalized,0.000000,0,0.228539,ext_43
externalized,0.000000,0,0.217466,ext_44
externalized,0.000000,0,0.187960,ext_45
externalized,0.000000,0,0.194671,ext_46
externalized,0.000000,0,0.246577,ext_47
externalized,0.000000,0,0.210686,ext_48
externalized,0.000000,0,0.217896,ext_49
externalized,0.000000,0,0.185065,ext_50
externalized,0.000000,0,0.197074,ext_51
externalized,0.000000,0,0.274054,ext_52
externalized,0.000000,0,0.258783,ext_53
externalized,0.000000,0,0.206648,ext_54
externalized,0.000000,0,0.193745,ext_55
externalized,0.000000,0,0.212799,ext_56
externalized,0.000000,0,0.211589,ext_57
externalized,0.000000,0,0.213426,ext_58
externalized,0.000000,0,0.250239,ext_59
externalized,0.000000,0,0.226595,ext_60
externalized,0.000000,0,0.280419,ext_61
externalized,0.000000,0,0.229274,ext_62
externalized,0.000000,0,0.211046,ext_63
externalized,0.000000,0,0.203905,ext_64
externalized,0.000000,0,0.332228,ext_65
externalized,0.000000,0,0.211922,ext_66
externalized,0.000000,0,0.223539,ext_67
externalized,0.000000,0,0.217622,ext_68
externalized,0.000000,0,0.211482,ext_69
externalized,0.000000,0,0.228344,ext_70
externalized,0.000000,0,0.188235,ext_71
externalized,0.000000,0,0.228562,ext_72
externalized,0.000000,0,0.268659,ext_73
externalized,0.000000,0,0.212370,ext_74
externalized,0.000000,0,0.209396,ext_75
externalized,0.000000,0,0.200519,ext_76
externalized,0.000000,0,0.212544,ext_77
externalized,0.000000,0,0.195995,ext_78
externalized,0.000000,0,0.204481,ext_79
externalized,0.000000,0,0.212078,ext_80
externalized,0.000000,0,0.213847,ext_81
externalized,0.000000,0,0.201000,ext_82
externalized,0.000000,0,0.190259,ext_83
externalized,0.000000,0,0.194096,ext_84
externalized,0.000000,0,0.194135,ext_85
externalized,0.000000,0,0.206697,ext_86
externalized,0.000000,0,0.182928,ext_87
externalized,0.000000,0,0.217762,ext_88
externalized,0.000000,0,0.221811,ext_89
externalized,0.000000,0,0.205859,ext_90
externalized,0.000000,0,0.240764,ext_91
externalized,0.000000,0,0.181887,ext_92
externalized,0.000000,0,0.244161,ext_93
externalized,0.000000,0,0.211274,ext_94
externalized,0.000000,0,0.197086,ext_95
externalized,0.000000,0,0.266839,ext_96
externalized,0.000000,0,0.204693,ext_97
externalized,0.000000,0,0.246553,ext_98
externalized,0.000000,0,0.231171,ext_99
externalized,0.000000,0,0.181488,ext_100
externalized,0.000000,0,0.198931,ext_101
externalized,0.000000,0,0.214345,ext_102
externalized,0.000000,0,0.206846,ext_103
externalized,0.000000,0,0.256847,ext_104
externalized,0.000000,0,0.221595,ext_105
externalized,0.000000,0,0.244740,ext_106
externalized,0.000000,0,0.224264,ext_107
externalized,0.000000,0,0.268127,ext_108
externalized,0.000000,0,0.330897,ext_109
externalized,0.000000,0,0.232057,ext_110
externalized,0.000000,0,0.183488,ext_111
externalized,0.000000,0,0.241630,ext_112
externalized,0.000000,0,0.172888,ext_113
externalized,0.000000,0,0.189386,ext_114
externalized,0.000000,0,0.209144,ext_115
externalized,0.000000,0,0.221528,ext_116
externalized,0.000000,0,0.182639,ext_117
externalized,0.000000,0,0.234478,ext_118
externalized,0.000000,0,0.203350,ext_119
externalized,0.000000,0,0.216315,ext_120
externalized,0.000000,0,0.217192,ext_121
externalized,0.000000,0,0.196429,ext_122
externalized,0.000000,0,0.220646,ext_123
externalized,0.000000,0,0.196740,ext_124
externalized,0.000000,0,0.188207,ext_125
externalized,0.000000,0,0.226107,ext_126
externalized,0.000000,0,0.243222,ext_127
externalized,0.000000,0,0.186012,ext_128
externalized,0.000000,0,0.192084,ext_129
externalized,0.000000,0,0.215046,ext_130
externalized,0.000000,0,0.219609,ext_131
externalized,0.000000,0,0.234742,ext_132
externalized,0.000000,0,0.209142,ext_133
externalized,0.000000,0,0.273155,ext_134
externalized,0.000000,0,0.235245,ext_135
externalized,0.000000,0,0.203345,ext_136
externalized,0.000000,0,0.233528,ext_137
externalized,0.000000,0,0.191089,ext_138
externalized,0.000000,0,0.241450,ext_139
externalized,0.000000,0,0.221300,ext_140
externalized,0.000000,0,0.262105,ext_141
externalized,0.000000,0,0.186954,ext_142
externalized,0.000000,0,0.218216,ext_143
externalized,0.000000,0,0.193154,ext_144
externalized,0.000000,0,0.254324,ext_145
externalized,0.000000,0,0.241329,ext_146
externalized,0.000000,0,0.227480,ext_147
externalized,0.000000,0,0.215088,ext_148
externalized,0.000000,0,0.184482,ext_149
externalized,0.000000,0,0.205676,ext_150
externalized,0.000000,0,0.259169,ext_151
externalized,0.000000,0,0.230486,ext_152
externalized,0.000000,0,0.210621,ext_153
externalized,0.000000,0,0.220895,ext_154
externalized,0.000000,0,0.190270,ext_155
externalized,0.000000,0,0.245798,ext_156
externalized,0.000000,0,0.213039,ext_157
externalized,0.000000,0,0.191218,ext_158
externalized,0.000000,0,0.223517,ext_159
externalized,0.000000,0,0.201677,ext_160
externalized,0.000000,0,0.224420,ext_161
externalized,0.000000,0,0.250458,ext_162
externalized,0.000000,0,0.285383,ext_163
externalized,0.000000,0,0.225000,ext_164
externalized,0.000000,0,0.251973,ext_165
externalized,0.000000,0,0.224850,ext_166
externalized,0.000000,0,0.222336,ext_167
externalized,0.000000,0,0.187152,ext_168
externalized,0.000000,0,0.284165,ext_169
externalized,0.000000,0,0.261948,ext_170
externalized,0.000000,0,0.228236,ext_171
externalized,0.000000,0,0.254541,ext_172
externalized,0.000000,0,0.180161,ext_173
externalized,0.000000,0,0.202729,ext_174
externalized,0.000000,0,0.227446,ext_175
externalized,0.000000,0,0.221284,ext_176
externalized,0.000000,0,0.233247,ext_177
externalized,0.000000,0,0.214386,ext_178
externalized,0.000000,0,0.287587,ext_179
externalized,0.000000,0,0.217186,ext_180
externalized,0.000000,0,0.206826,ext_181
externalized,0.000000,0,0.276029,ext_182
externalized,0.000000,0,0.221632,ext_183
externalized,0.000000,0,0.192727,ext_184
externalized,0.000000,0,0.180556,ext_185
externalized,0.000000,0,0.229758,ext_186
externalized,0.000000,0,0.235311,ext_187
externalized,0.000000,0,0.178059,ext_188
externalized,0.000000,0,0.192079,ext_189
externalized,0.000000,0,0.222464,ext_190
externalized,0.000000,0,0.279357,ext_191
externalized,0.000000,0,0.196078,ext_192
externalized,0.000000,0,0.199258,ext_193
externalized,0.000000,0,0.186244,ext_194
externalized,0.000000,0,0.170366,ext_195
externalized,0.000000,0,0.227155,ext_196
externalized,0.000000,0,0.250282,ext_197
externalized,0.000000,0,0.278968,ext_198
externalized,0.000000,0,0.270854,ext_199
